source,product_url,name,brand,price,rating,major_category,subtype,active_tags,function_tags,ingredients_raw,ingredients_list
INCIDecoder,https://incidecoder.com/products/opio-serum,Opio Serum,,,,serum,serum,,hydrating,"Aqua, Pentylene Glycol, Sodium Hyaluronate, Hyaluronic Acid, Albatrellus Ovinus Extract, Bulbine Frutescens Leaf Juice, Nannochloropsis Oculata Extract, Glycerin, Sodium Benzoate, Potassium Sorbate, Citric Acid, Propanediol, Pullulan, Sodium Levulinate, Sodium Anisate, Sodium Hyaluronate, Hyaluronic Acid, Glycerin, Sodium Anisate, Citric Acid, Pentylene Glycol, Sodium Hyaluronate, Hyaluronic Acid, Nannochloropsis Oculata Extract, Glycerin, Propanediol, Sodium Benzoate, Potassium Sorbate, Aqua, Pentylene Glycol, Propanediol","Aqua,Pentylene Glycol,Sodium Hyaluronate,Hyaluronic Acid,Albatrellus Ovinus Extract,Bulbine Frutescens Leaf Juice,Nannochloropsis Oculata Extract,Glycerin,Sodium Benzoate,Potassium Sorbate,Citric Acid,Propanediol,Pullulan,Sodium Levulinate,Sodium Anisate,Sodium Hyaluronate,Hyaluronic Acid,Glycerin,Sodium Anisate,Citric Acid,Pentylene Glycol,Sodium Hyaluronate,Hyaluronic Acid,Nannochloropsis Oculata Extract,Glycerin,Propanediol,Sodium Benzoate,Potassium Sorbate,Aqua,Pentylene Glycol,Propanediol"
INCIDecoder,https://incidecoder.com/products/tikas-serum,Tikas Serum,,,,serum,serum,vitamin_c,"brightening,calming,hydrating","Aqua, Vitamin B3, Glycerine, Butylene Glycol, Phenoxyethanol, Sodium Hyaluronate, Centella Asiatica, Zinc Pca, Sodium Ascorbyl Phosphate, Ferulic Acid, Hydroxyethylcellulose, Scent, Vitamin B3, Zinc Pca, Sodium Ascorbyl Phosphate, Centella Asiatica, Sodium Ascorbyl Phosphate, Ferulic Acid, Vitamin B3, Vitamin B3, Glycerine, Sodium Hyaluronate, Centella Asiatica, Ferulic Acid, Vitamin B3, Glycerine, Butylene Glycol, Sodium Hyaluronate, Centella Asiatica, Zinc Pca, Scent, Phenoxyethanol, Aqua, Butylene Glycol, Hydroxyethylcellulose","Aqua,Vitamin B3,Glycerine,Butylene Glycol,Phenoxyethanol,Sodium Hyaluronate,Centella Asiatica,Zinc Pca,Sodium Ascorbyl Phosphate,Ferulic Acid,Hydroxyethylcellulose,Scent,Vitamin B3,Zinc Pca,Sodium Ascorbyl Phosphate,Centella Asiatica,Sodium Ascorbyl Phosphate,Ferulic Acid,Vitamin B3,Vitamin B3,Glycerine,Sodium Hyaluronate,Centella Asiatica,Ferulic Acid,Vitamin B3,Glycerine,Butylene Glycol,Sodium Hyaluronate,Centella Asiatica,Zinc Pca,Scent,Phenoxyethanol,Aqua,Butylene Glycol,Hydroxyethylcellulose"
INCIDecoder,https://incidecoder.com/products/glamory-serum,Glamory Serum,,,,serum,serum,"niacinamide,peptide","anti_aging,brightening,calming,hydrating","Rose Damask (Rosa Damascena) Flower Water, Water, Glycerin, Propylene Glycol, Niacinamide, 1,2-Hexanediol, Mannitol, Sodium Hyaluronate, Allantoin, Beta-Glucan, Xanthan Gum, Myrothamnus Flabellifolia Leaf Extract, Maltodextrin, Acetyl Tetrapeptide-11, Acetyl Tetrapeptide-9, Citric Acid, Sodium Benzoate, Swertia Chirata Extract, Potassium Sorbate, Niacinamide, Niacinamide, Niacinamide, Glycerin, Sodium Hyaluronate, Allantoin, Beta-Glucan, Citric Acid, Myrothamnus Flabellifolia Leaf Extract, Glycerin, Propylene Glycol, Niacinamide, Mannitol, Sodium Hyaluronate, Beta-Glucan, Swertia Chirata Extract, Sodium Benzoate, Potassium Sorbate, Water, Propylene Glycol, 1,2-Hexanediol, Xanthan Gum","Rose Damask (Rosa Damascena) Flower Water,Water,Glycerin,Propylene Glycol,Niacinamide,1,2-Hexanediol,Mannitol,Sodium Hyaluronate,Allantoin,Beta-Glucan,Xanthan Gum,Myrothamnus Flabellifolia Leaf Extract,Maltodextrin,Acetyl Tetrapeptide-11,Acetyl Tetrapeptide-9,Citric Acid,Sodium Benzoate,Swertia Chirata Extract,Potassium Sorbate,Niacinamide,Niacinamide,Niacinamide,Glycerin,Sodium Hyaluronate,Allantoin,Beta-Glucan,Citric Acid,Myrothamnus Flabellifolia Leaf Extract,Glycerin,Propylene Glycol,Niacinamide,Mannitol,Sodium Hyaluronate,Beta-Glucan,Swertia Chirata Extract,Sodium Benzoate,Potassium Sorbate,Water,Propylene Glycol,1,2-Hexanediol,Xanthan Gum"
INCIDecoder,https://incidecoder.com/products/jimjams-serum-line-antioxidant-serum,JimJams Serum Line Antioxidant Serum,,,,serum,serum,,,"Cetearyl Ethylhexanoate, Decyl Oleate, Ricinus Communis Seed Oil, Persea Gratissima Oil, Isononyl Isononanoate, Squalane, Simmondsia Chinensis Seed Oil, Triticum Vulgare Germ Oil, Oenothera Biennis Oil, Tocopheryl Acetate, Ubiquinone, Bisabolol, Tocopherol, Helianthus Annuus Seed Oil, O-Cymen-5-Ol, Persea Gratissima Oil, Tocopheryl Acetate, Ubiquinone, Tocopherol, Squalane, Oenothera Biennis Oil, Bisabolol, O-Cymen-5-Ol, Cetearyl Ethylhexanoate, Decyl Oleate, Ricinus Communis Seed Oil, Persea Gratissima Oil, Isononyl Isononanoate, Squalane, Simmondsia Chinensis Seed Oil, Triticum Vulgare Germ Oil, Oenothera Biennis Oil, Helianthus Annuus Seed Oil, Triticum Vulgare Germ Oil, Ricinus Communis Seed Oil, O-Cymen-5-Ol","Cetearyl Ethylhexanoate,Decyl Oleate,Ricinus Communis Seed Oil,Persea Gratissima Oil,Isononyl Isononanoate,Squalane,Simmondsia Chinensis Seed Oil,Triticum Vulgare Germ Oil,Oenothera Biennis Oil,Tocopheryl Acetate,Ubiquinone,Bisabolol,Tocopherol,Helianthus Annuus Seed Oil,O-Cymen-5-Ol,Persea Gratissima Oil,Tocopheryl Acetate,Ubiquinone,Tocopherol,Squalane,Oenothera Biennis Oil,Bisabolol,O-Cymen-5-Ol,Cetearyl Ethylhexanoate,Decyl Oleate,Ricinus Communis Seed Oil,Persea Gratissima Oil,Isononyl Isononanoate,Squalane,Simmondsia Chinensis Seed Oil,Triticum Vulgare Germ Oil,Oenothera Biennis Oil,Helianthus Annuus Seed Oil,Triticum Vulgare Germ Oil,Ricinus Communis Seed Oil,O-Cymen-5-Ol"
INCIDecoder,https://incidecoder.com/products/cerave-serum,CeraVe Serum,,,,serum,serum,ceramide,"barrier_repair,calming,hydrating","Aqua, Glycerin, Panthenol, Ceramide NP, Squalane, Allantoin, Lactobacillus Ferment Lysate, Green Tea Extract, Phenoxyethanol, Xanthan Gum, Citric Acid, Green Tea Extract, Glycerin, Ceramide NP, Squalane, Panthenol, Allantoin, Green Tea Extract, Citric Acid, Squalane, Glycerin, Panthenol, Phenoxyethanol, Aqua, Xanthan Gum","Aqua,Glycerin,Panthenol,Ceramide NP,Squalane,Allantoin,Lactobacillus Ferment Lysate,Green Tea Extract,Phenoxyethanol,Xanthan Gum,Citric Acid,Green Tea Extract,Glycerin,Ceramide NP,Squalane,Panthenol,Allantoin,Green Tea Extract,Citric Acid,Squalane,Glycerin,Panthenol,Phenoxyethanol,Aqua,Xanthan Gum"
INCIDecoder,https://incidecoder.com/products/skin-assistant-serum,Skin Assistant Serum,,,,serum,serum,,,"Carthamus Tinctorius, Carthamus Tinctorius, Carthamus Tinctorius","Carthamus Tinctorius,Carthamus Tinctorius,Carthamus Tinctorius"
INCIDecoder,https://incidecoder.com/products/emepelle-serum,Emepelle Serum,,,,serum,serum,"niacinamide,peptide,vitamin_c","anti_aging,brightening,hydrating","Water (Aqua), Dimethyl Isosorbide, Niacinamide, Butylene Glycol, 3-O-Ethyl Ascorbic Acid, Glycereth-26, Hydroxyethyl Acrylate/​Sodium Acryloyldimethyl Taurate Copolymer, Methyl Estradiolpropanoate, Superoxide Dismutase, Glyceryl Caprate, Ferulic Acid, Glutathione, Pentapeptide-28, Tetrapeptide-26, Camellia Sinensis Leaf Extract, Sodium Hyaluronate, Dipeptide-4, Glycerin, 1,2-Hexanediol, Caprylyl Glycol, Tocopheryl Acetate, Phenoxyethanol, Potassium Sorbate, Sodium Benzoate, Disodium EDTA, Niacinamide, 3-O-Ethyl Ascorbic Acid, Superoxide Dismutase, Ferulic Acid, Camellia Sinensis Leaf Extract, Tocopheryl Acetate, Niacinamide, Niacinamide, 3-O-Ethyl Ascorbic Acid, Sodium Hyaluronate, Glycerin, Camellia Sinensis Leaf Extract, Ferulic Acid, Disodium EDTA, Glycereth-26, Methyl Estradiolpropanoate, Glyceryl Caprate, Caprylyl Glycol, Niacinamide, Butylene Glycol, Glycereth-26, Sodium Hyaluronate, Glycerin, Caprylyl Glycol, Phenoxyethanol, Potassium Sorbate, Sodium Benzoate, Water (Aqua), Dimethyl Isosorbide, Butylene Glycol, 1,2-Hexanediol, Dimethyl Isosorbide, Glycereth-26, Hydroxyethyl Acrylate/​Sodium Acryloyldimethyl Taurate Copolymer","Water (Aqua),Dimethyl Isosorbide,Niacinamide,Butylene Glycol,3-O-Ethyl Ascorbic Acid,Glycereth-26,Hydroxyethyl Acrylate/​Sodium Acryloyldimethyl Taurate Copolymer,Methyl Estradiolpropanoate,Superoxide Dismutase,Glyceryl Caprate,Ferulic Acid,Glutathione,Pentapeptide-28,Tetrapeptide-26,Camellia Sinensis Leaf Extract,Sodium Hyaluronate,Dipeptide-4,Glycerin,1,2-Hexanediol,Caprylyl Glycol,Tocopheryl Acetate,Phenoxyethanol,Potassium Sorbate,Sodium Benzoate,Disodium EDTA,Niacinamide,3-O-Ethyl Ascorbic Acid,Superoxide Dismutase,Ferulic Acid,Camellia Sinensis Leaf Extract,Tocopheryl Acetate,Niacinamide,Niacinamide,3-O-Ethyl Ascorbic Acid,Sodium Hyaluronate,Glycerin,Camellia Sinensis Leaf Extract,Ferulic Acid,Disodium EDTA,Glycereth-26,Methyl Estradiolpropanoate,Glyceryl Caprate,Caprylyl Glycol,Niacinamide,Butylene Glycol,Glycereth-26,Sodium Hyaluronate,Glycerin,Caprylyl Glycol,Phenoxyethanol,Potassium Sorbate,Sodium Benzoate,Water (Aqua),Dimethyl Isosorbide,Butylene Glycol,1,2-Hexanediol,Dimethyl Isosorbide,Glycereth-26,Hydroxyethyl Acrylate/​Sodium Acryloyldimethyl Taurate Copolymer"
INCIDecoder,https://incidecoder.com/products/darl-serum,Darl' Serum,,,,serum,serum,"niacinamide,vitamin_c","brightening,calming,hydrating","Aloe Barbadensis Leaf Juice, Glycerine, Propanediol, Tremella Fuciformis Extract, Centella Asiatica Extract, Water/​Aqua, Sodium Ascorbyl Phosphate, Urea, Niacinamide, Superoxide Dismutase, Lactoperoxidase, Levulinic Acid, Hyaluronic Acid, Allantoin, Undaria Pinnatifida Extract, Sodium Hydroxide, Potassium Sorbate, Citrus Bergamia Essential Oil (Bergaptene Free), Xanthan Gum, Boronia Megastigma, P-Anisic Acid, Citrus Sinensis Essential Oil, Glucomannan, Inulin, Sclerotium Gum, Potassium Benzoate, Citric Acid, Lecithin, Pullulan, Beta-Glucan, Geraniol, Citral, Limonene, Linalool, Sodium Ascorbyl Phosphate, Niacinamide, Centella Asiatica Extract, Sodium Ascorbyl Phosphate, Superoxide Dismutase, Niacinamide, Niacinamide, Glycerine, Urea, Hyaluronic Acid, Aloe Barbadensis Leaf Juice, Centella Asiatica Extract, Allantoin, Beta-Glucan, Sodium Hydroxide, Citric Acid, Lecithin, Lecithin, Aloe Barbadensis Leaf Juice, Glycerine, Propanediol, Tremella Fuciformis Extract, Centella Asiatica Extract, Urea, Niacinamide, Hyaluronic Acid, Glucomannan, Beta-Glucan, Levulinic Acid, Citrus Bergamia Essential Oil (Bergaptene Free), Citrus Sinensis Essential Oil, Geraniol, Citral, Limonene, Linalool, Potassium Sorbate, P-Anisic Acid, Potassium Benzoate, Propanediol, Water/​Aqua, Limonene, Xanthan Gum, Sclerotium Gum","Aloe Barbadensis Leaf Juice,Glycerine,Propanediol,Tremella Fuciformis Extract,Centella Asiatica Extract,Water/​Aqua,Sodium Ascorbyl Phosphate,Urea,Niacinamide,Superoxide Dismutase,Lactoperoxidase,Levulinic Acid,Hyaluronic Acid,Allantoin,Undaria Pinnatifida Extract,Sodium Hydroxide,Potassium Sorbate,Citrus Bergamia Essential Oil (Bergaptene Free),Xanthan Gum,Boronia Megastigma,P-Anisic Acid,Citrus Sinensis Essential Oil,Glucomannan,Inulin,Sclerotium Gum,Potassium Benzoate,Citric Acid,Lecithin,Pullulan,Beta-Glucan,Geraniol,Citral,Limonene,Linalool,Sodium Ascorbyl Phosphate,Niacinamide,Centella Asiatica Extract,Sodium Ascorbyl Phosphate,Superoxide Dismutase,Niacinamide,Niacinamide,Glycerine,Urea,Hyaluronic Acid,Aloe Barbadensis Leaf Juice,Centella Asiatica Extract,Allantoin,Beta-Glucan,Sodium Hydroxide,Citric Acid,Lecithin,Lecithin,Aloe Barbadensis Leaf Juice,Glycerine,Propanediol,Tremella Fuciformis Extract,Centella Asiatica Extract,Urea,Niacinamide,Hyaluronic Acid,Glucomannan,Beta-Glucan,Levulinic Acid,Citrus Bergamia Essential Oil (Bergaptene Free),Citrus Sinensis Essential Oil,Geraniol,Citral,Limonene,Linalool,Potassium Sorbate,P-Anisic Acid,Potassium Benzoate,Propanediol,Water/​Aqua,Limonene,Xanthan Gum,Sclerotium Gum"
INCIDecoder,https://incidecoder.com/products/anteage-serum,AnteAGE Serum,,,,serum,bha_exfoliator,"bha,niacinamide,peptide","acne_control,anti_aging,brightening,exfoliating,hydrating","Water (Aqua), Human Bone Marrow Stem Cell Conditioned Media, Hydrolyzed Myrtus Communis Leaf Extract, Glycerin, Butylene Glycol, Carbomer, Polysorbate 20, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Niacinamide, Cetyl Ethylhexanoate, Polyacrylate-13, Polyisobutene, Dimethyl Isosorbide, Benzyl Alcohol, Salicylic Acid, Sorbic Acid, Carnosine, Ilex Paraguariensis Leaf Extract, Maltodextrin, Disodium EDTA, Niacinamide, Salicylic Acid, Carnosine, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Niacinamide, Carnosine, Salicylic Acid, Niacinamide, Glycerin, Salicylic Acid, Disodium EDTA, Cetyl Ethylhexanoate, Polysorbate 20, Glycerin, Butylene Glycol, Niacinamide, Benzyl Alcohol, Ilex Paraguariensis Leaf Extract, Benzyl Alcohol, Salicylic Acid, Sorbic Acid, Water (Aqua), Butylene Glycol, Dimethyl Isosorbide, Benzyl Alcohol, Polysorbate 20, Carbomer, Polyisobutene, Dimethyl Isosorbide, Benzyl Alcohol","Water (Aqua),Human Bone Marrow Stem Cell Conditioned Media,Hydrolyzed Myrtus Communis Leaf Extract,Glycerin,Butylene Glycol,Carbomer,Polysorbate 20,Palmitoyl Tripeptide-1,Palmitoyl Tetrapeptide-7,Niacinamide,Cetyl Ethylhexanoate,Polyacrylate-13,Polyisobutene,Dimethyl Isosorbide,Benzyl Alcohol,Salicylic Acid,Sorbic Acid,Carnosine,Ilex Paraguariensis Leaf Extract,Maltodextrin,Disodium EDTA,Niacinamide,Salicylic Acid,Carnosine,Palmitoyl Tripeptide-1,Palmitoyl Tetrapeptide-7,Niacinamide,Carnosine,Salicylic Acid,Niacinamide,Glycerin,Salicylic Acid,Disodium EDTA,Cetyl Ethylhexanoate,Polysorbate 20,Glycerin,Butylene Glycol,Niacinamide,Benzyl Alcohol,Ilex Paraguariensis Leaf Extract,Benzyl Alcohol,Salicylic Acid,Sorbic Acid,Water (Aqua),Butylene Glycol,Dimethyl Isosorbide,Benzyl Alcohol,Polysorbate 20,Carbomer,Polyisobutene,Dimethyl Isosorbide,Benzyl Alcohol"
INCIDecoder,https://incidecoder.com/products/wishcare-serum,WishCare Serum,,,,serum,serum,"aha,pha","exfoliating,hydrating","Aqua, Propylene Glycol, Glycerine, Fermented Rice Water, Anagain, Redensyl, Glycerin, Aqua, Sodium Metabisulfite, Larix Europaea Wood Extract, Glycine, Zinc Chloride, Camellia Sinensis Leaf Extract, Glycerin, Aqua, Sodium Metabisulfite, Larix Europaea Wood Extract, Glycine, Zinc Chloride, Camellia Sinensis Leaf Extract, Baicapil, Propanediol, Water, Arginine, Lactic Acid, Glycine Soja (Soybean) Germ Extract, Triticum Vulgare (Wheat) Germ Extract, Scutellaria Baicalensis Root Extract, Sodium Benzoate, Gluconolactone, Calcium Gluconate, Propanediol, Water, Arginine, Lactic Acid, Glycine Soja (Soybean) Germ Extract, Triticum Vulgare (Wheat) Germ Extract, Scutellaria Baicalensis Root Extract, Sodium Benzoate, Gluconolactone, Calcium Gluconate, Cetrimonium Chloride, Caffeine, Biotin, Ethylhexyl Glycerine, Xanthan Gum, Vitamin E, Cocamidopropyl Betaine, Sodium Benzoate, Potassium Sorbate, Camellia Sinensis Leaf Extract, Scutellaria Baicalensis Root Extract, Caffeine, Vitamin E, Lactic Acid, Gluconolactone, Glycerine, Glycine, Arginine, Zinc Chloride, Camellia Sinensis Leaf Extract, Scutellaria Baicalensis Root Extract, Scutellaria Baicalensis Root Extract, Cetrimonium Chloride, Sodium Metabisulfite, Lactic Acid, Gluconolactone, Glycine Soja (Soybean) Germ Extract, Cetrimonium Chloride, Propylene Glycol, Glycerine, Larix Europaea Wood Extract, Propanediol, Lactic Acid, Scutellaria Baicalensis Root Extract, Calcium Gluconate, Caffeine, Sodium Metabisulfite, Sodium Benzoate, Cetrimonium Chloride, Ethylhexyl Glycerine, Potassium Sorbate, Aqua, Propylene Glycol, Propanediol, Cetrimonium Chloride, Cocamidopropyl Betaine, Xanthan Gum","Aqua,Propylene Glycol,Glycerine,Fermented Rice Water,Anagain,Redensyl,Glycerin,Aqua,Sodium Metabisulfite,Larix Europaea Wood Extract,Glycine,Zinc Chloride,Camellia Sinensis Leaf Extract,Glycerin,Aqua,Sodium Metabisulfite,Larix Europaea Wood Extract,Glycine,Zinc Chloride,Camellia Sinensis Leaf Extract,Baicapil,Propanediol,Water,Arginine,Lactic Acid,Glycine Soja (Soybean) Germ Extract,Triticum Vulgare (Wheat) Germ Extract,Scutellaria Baicalensis Root Extract,Sodium Benzoate,Gluconolactone,Calcium Gluconate,Propanediol,Water,Arginine,Lactic Acid,Glycine Soja (Soybean) Germ Extract,Triticum Vulgare (Wheat) Germ Extract,Scutellaria Baicalensis Root Extract,Sodium Benzoate,Gluconolactone,Calcium Gluconate,Cetrimonium Chloride,Caffeine,Biotin,Ethylhexyl Glycerine,Xanthan Gum,Vitamin E,Cocamidopropyl Betaine,Sodium Benzoate,Potassium Sorbate,Camellia Sinensis Leaf Extract,Scutellaria Baicalensis Root Extract,Caffeine,Vitamin E,Lactic Acid,Gluconolactone,Glycerine,Glycine,Arginine,Zinc Chloride,Camellia Sinensis Leaf Extract,Scutellaria Baicalensis Root Extract,Scutellaria Baicalensis Root Extract,Cetrimonium Chloride,Sodium Metabisulfite,Lactic Acid,Gluconolactone,Glycine Soja (Soybean) Germ Extract,Cetrimonium Chloride,Propylene Glycol,Glycerine,Larix Europaea Wood Extract,Propanediol,Lactic Acid,Scutellaria Baicalensis Root Extract,Calcium Gluconate,Caffeine,Sodium Metabisulfite,Sodium Benzoate,Cetrimonium Chloride,Ethylhexyl Glycerine,Potassium Sorbate,Aqua,Propylene Glycol,Propanediol,Cetrimonium Chloride,Cocamidopropyl Betaine,Xanthan Gum"
INCIDecoder,https://incidecoder.com/products/melagard-sunscreen,Melagard Sunscreen,,,,sunscreen,hybrid_sunscreen,titanium_dioxide,,"Cyclopentasiloxane, Dimethicone Crosspolymer, Cyclopentasiloxane, Octinoxate, Bemotrizinol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Titanium Dioxide, Silica, Dimethicone, Diethylhexyl Butamido Triazone, Diethylhexyl Syringylidenemalonate, Fragrance, Octinoxate, Bemotrizinol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Titanium Dioxide, Diethylhexyl Butamido Triazone, Titanium Dioxide, Cyclopentasiloxane, Dimethicone, Fragrance, Cyclopentasiloxane, Dimethicone Crosspolymer, Silica","Cyclopentasiloxane,Dimethicone Crosspolymer,Cyclopentasiloxane,Octinoxate,Bemotrizinol,Diethylamino Hydroxybenzoyl Hexyl Benzoate,Titanium Dioxide,Silica,Dimethicone,Diethylhexyl Butamido Triazone,Diethylhexyl Syringylidenemalonate,Fragrance,Octinoxate,Bemotrizinol,Diethylamino Hydroxybenzoyl Hexyl Benzoate,Titanium Dioxide,Diethylhexyl Butamido Triazone,Titanium Dioxide,Cyclopentasiloxane,Dimethicone,Fragrance,Cyclopentasiloxane,Dimethicone Crosspolymer,Silica"
INCIDecoder,https://incidecoder.com/products/round-lab-sunscreen,ROUND LAB Sunscreen,,,,sunscreen,mineral_sunscreen,"vitamin_c,zinc_oxide","brightening,hydrating","Water, Zinc Oxide, Cyclohexasiloxane, Butyloctyl Salicylate, Propanediol, Propylheptyl Caprylate, Isododecane, Caprylyl Methicone, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Methyl Methacrylate Crosspolymer, Methyl Trimethicone, Betula Platyphylla Japonica Juice, Cryptomeria Japonica Leaf Extract, Nelumbo Nucifera Leaf Extract, Saccharomyces Ferment Filtrate, Glyceryl Glucoside, Sodium Hyaluronate, Hyaluronic Acid, Glycerin, Butylene Glycol, Artemisia Annua, Triethoxycaprylylsilane, Extract, Anthemis Nobilis Flower Oil, Pinus Sylvestris Leaf Oil, Ethylhexylglycerin, Ascorbic Acid, Tocopherol, Glyceryl Caprylate, Caprylyl Glycol, Polymethylsilsesquioxane, Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, 1,2-Hexanediol, Polyglyceryl-2 Dipolyhydroxystearate, Disteardimonium Hectorite, Magnesium Sulfate, Ascorbic Acid, Tocopherol, Ascorbic Acid, Sodium Hyaluronate, Hyaluronic Acid, Glycerin, Saccharomyces Ferment Filtrate, Anthemis Nobilis Flower Oil, Zinc Oxide, Ascorbic Acid, Cyclohexasiloxane, Propylheptyl Caprylate, Isododecane, Caprylyl Methicone, Caprylyl Glycol, Polyglyceryl-2 Dipolyhydroxystearate, Propanediol, Cryptomeria Japonica Leaf Extract, Saccharomyces Ferment Filtrate, Glyceryl Glucoside, Sodium Hyaluronate, Hyaluronic Acid, Glycerin, Butylene Glycol, Caprylyl Glycol, Anthemis Nobilis Flower Oil, Ethylhexylglycerin, Glyceryl Caprylate, Water, Cyclohexasiloxane, Butyloctyl Salicylate, Propanediol, Isododecane, Methyl Trimethicone, Butylene Glycol, 1,2-Hexanediol, Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Disteardimonium Hectorite, Magnesium Sulfate","Water,Zinc Oxide,Cyclohexasiloxane,Butyloctyl Salicylate,Propanediol,Propylheptyl Caprylate,Isododecane,Caprylyl Methicone,Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone,Methyl Methacrylate Crosspolymer,Methyl Trimethicone,Betula Platyphylla Japonica Juice,Cryptomeria Japonica Leaf Extract,Nelumbo Nucifera Leaf Extract,Saccharomyces Ferment Filtrate,Glyceryl Glucoside,Sodium Hyaluronate,Hyaluronic Acid,Glycerin,Butylene Glycol,Artemisia Annua,Triethoxycaprylylsilane,Extract,Anthemis Nobilis Flower Oil,Pinus Sylvestris Leaf Oil,Ethylhexylglycerin,Ascorbic Acid,Tocopherol,Glyceryl Caprylate,Caprylyl Glycol,Polymethylsilsesquioxane,Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone,1,2-Hexanediol,Polyglyceryl-2 Dipolyhydroxystearate,Disteardimonium Hectorite,Magnesium Sulfate,Ascorbic Acid,Tocopherol,Ascorbic Acid,Sodium Hyaluronate,Hyaluronic Acid,Glycerin,Saccharomyces Ferment Filtrate,Anthemis Nobilis Flower Oil,Zinc Oxide,Ascorbic Acid,Cyclohexasiloxane,Propylheptyl Caprylate,Isododecane,Caprylyl Methicone,Caprylyl Glycol,Polyglyceryl-2 Dipolyhydroxystearate,Propanediol,Cryptomeria Japonica Leaf Extract,Saccharomyces Ferment Filtrate,Glyceryl Glucoside,Sodium Hyaluronate,Hyaluronic Acid,Glycerin,Butylene Glycol,Caprylyl Glycol,Anthemis Nobilis Flower Oil,Ethylhexylglycerin,Glyceryl Caprylate,Water,Cyclohexasiloxane,Butyloctyl Salicylate,Propanediol,Isododecane,Methyl Trimethicone,Butylene Glycol,1,2-Hexanediol,Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone,Disteardimonium Hectorite,Magnesium Sulfate"
